IndicatorCode,SpatialDimension,SpatialDimensionValueCode,TimeDimension,TimeDim,Value,NumericValue,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd,Title,ParentDimension,ParentCode,ParentTitle
MALARIA_1STLINE_TREATED,COUNTRY,VUT,YEAR,2018,640,640.0,2022-02-10T13:20:18Z,2018,01-01-18,31-12-18,Vanuatu,REGION,WPR,Western Pacific
MALARIA_1STLINE_TREATED,COUNTRY,COM,YEAR,2018,19 682,19682.0,2022-02-10T13:20:17Z,2018,01-01-18,31-12-18,Comoros,REGION,AFR,Africa
MALARIA_1STLINE_TREATED,COUNTRY,COM,YEAR,2019,11 593,11593.0,2022-02-10T13:20:17Z,2019,01-01-19,31-12-19,Comoros,REGION,AFR,Africa
MALARIA_1STLINE_TREATED,COUNTRY,COM,YEAR,2020,4 546,4546.0,2022-02-10T13:20:18Z,2020,01-01-20,31-12-20,Comoros,REGION,AFR,Africa
MALARIA_1STLINE_TREATED,COUNTRY,GAB,YEAR,2019,117 126,117126.0,2022-02-10T13:20:17Z,2019,01-01-19,31-12-19,Gabon,REGION,AFR,Africa
MALARIA_1STLINE_TREATED,COUNTRY,GAB,YEAR,2020,30 819,30819.0,2022-02-10T13:20:17Z,2020,01-01-20,31-12-20,Gabon,REGION,AFR,Africa
MALARIA_1STLINE_TREATED,COUNTRY,GAB,YEAR,2018,208 953,208953.0,2022-02-10T13:20:17Z,2018,01-01-18,31-12-18,Gabon,REGION,AFR,Africa
MALARIA_1STLINE_TREATED,COUNTRY,GHA,YEAR,2020,5 174 075,5174075.0,2022-02-10T13:20:17Z,2020,01-01-20,31-12-20,Ghana,REGION,AFR,Africa
MALARIA_1STLINE_TREATED,COUNTRY,GHA,YEAR,2019,6 164 160,6164160.0,2022-02-10T13:20:17Z,2019,01-01-19,31-12-19,Ghana,REGION,AFR,Africa
MALARIA_1STLINE_TREATED,COUNTRY,GHA,YEAR,2018,3 862 330,3862330.0,2022-02-10T13:20:18Z,2018,01-01-18,31-12-18,Ghana,REGION,AFR,Africa
MALARIA_1STLINE_TREATED,COUNTRY,MDG,YEAR,2018,893 163,893163.0,2022-02-10T13:20:17Z,2018,01-01-18,31-12-18,Madagascar,REGION,AFR,Africa
MALARIA_1STLINE_TREATED,COUNTRY,MDG,YEAR,2019,1 008 480,1008480.0,2022-02-10T13:20:18Z,2019,01-01-19,31-12-19,Madagascar,REGION,AFR,Africa
MALARIA_1STLINE_TREATED,COUNTRY,MDG,YEAR,2020,1 667 856,1667856.0,2022-02-10T13:20:18Z,2020,01-01-20,31-12-20,Madagascar,REGION,AFR,Africa
MALARIA_1STLINE_TREATED,COUNTRY,MLI,YEAR,2018,1 814 505,1814505.0,2022-02-10T13:20:17Z,2018,01-01-18,31-12-18,Mali,REGION,AFR,Africa
MALARIA_1STLINE_TREATED,COUNTRY,MLI,YEAR,2019,2 846 438,2846438.0,2022-02-10T13:20:18Z,2019,01-01-19,31-12-19,Mali,REGION,AFR,Africa
MALARIA_1STLINE_TREATED,COUNTRY,MLI,YEAR,2020,2 629 557,2629557.0,2022-02-10T13:20:18Z,2020,01-01-20,31-12-20,Mali,REGION,AFR,Africa
MALARIA_1STLINE_TREATED,COUNTRY,MOZ,YEAR,2018,10 064 430,10064430.0,2022-02-10T13:20:17Z,2018,01-01-18,31-12-18,Mozambique,REGION,AFR,Africa
MALARIA_1STLINE_TREATED,COUNTRY,MOZ,YEAR,2019,10 742 632,10742632.0,2022-02-10T13:20:17Z,2019,01-01-19,31-12-19,Mozambique,REGION,AFR,Africa
MALARIA_1STLINE_TREATED,COUNTRY,MOZ,YEAR,2020,11 129 430,11129430.0,2022-02-10T13:20:18Z,2020,01-01-20,31-12-20,Mozambique,REGION,AFR,Africa
MALARIA_1STLINE_TREATED,COUNTRY,MRT,YEAR,2020,760,760.0,2022-02-10T13:20:17Z,2020,01-01-20,31-12-20,Mauritania,REGION,AFR,Africa
MALARIA_1STLINE_TREATED,COUNTRY,MRT,YEAR,2018,25 416,25416.0,2022-02-10T13:20:18Z,2018,01-01-18,31-12-18,Mauritania,REGION,AFR,Africa
MALARIA_1STLINE_TREATED,COUNTRY,MWI,YEAR,2019,5 089 716,5089716.0,2022-02-10T13:20:17Z,2019,01-01-19,31-12-19,Malawi,REGION,AFR,Africa
MALARIA_1STLINE_TREATED,COUNTRY,MWI,YEAR,2020,7 095 977,7095977.0,2022-02-10T13:20:17Z,2020,01-01-20,31-12-20,Malawi,REGION,AFR,Africa
MALARIA_1STLINE_TREATED,COUNTRY,MWI,YEAR,2018,7 043 006,7043006.0,2022-02-10T13:20:18Z,2018,01-01-18,31-12-18,Malawi,REGION,AFR,Africa
MALARIA_1STLINE_TREATED,COUNTRY,SEN,YEAR,2019,354 708,354708.0,2022-02-10T13:20:17Z,2019,01-01-19,31-12-19,Senegal,REGION,AFR,Africa
MALARIA_1STLINE_TREATED,COUNTRY,SEN,YEAR,2020,445 313,445313.0,2022-02-10T13:20:17Z,2020,01-01-20,31-12-20,Senegal,REGION,AFR,Africa
MALARIA_1STLINE_TREATED,COUNTRY,SEN,YEAR,2018,530 944,530944.0,2022-02-10T13:20:18Z,2018,01-01-18,31-12-18,Senegal,REGION,AFR,Africa
MALARIA_1STLINE_TREATED,COUNTRY,SLE,YEAR,2020,658 948,658948.0,2022-02-10T13:20:17Z,2020,01-01-20,31-12-20,Sierra Leone,REGION,AFR,Africa
MALARIA_1STLINE_TREATED,COUNTRY,SLE,YEAR,2019,2 813 086,2813086.0,2022-02-10T13:20:18Z,2019,01-01-19,31-12-19,Sierra Leone,REGION,AFR,Africa
MALARIA_1STLINE_TREATED,COUNTRY,SLE,YEAR,2018,1 291 222,1291222.0,2022-02-10T13:20:18Z,2018,01-01-18,31-12-18,Sierra Leone,REGION,AFR,Africa
MALARIA_1STLINE_TREATED,COUNTRY,SSD,YEAR,2019,122 665,122665.0,2022-02-10T13:20:17Z,2019,01-01-19,31-12-19,South Sudan,REGION,AFR,Africa
MALARIA_1STLINE_TREATED,COUNTRY,SSD,YEAR,2020,822 563,822563.0,2022-02-10T13:20:18Z,2020,01-01-20,31-12-20,South Sudan,REGION,AFR,Africa
MALARIA_1STLINE_TREATED,COUNTRY,SSD,YEAR,2018,76 328,76328.0,2022-02-10T13:20:18Z,2018,01-01-18,31-12-18,South Sudan,REGION,AFR,Africa
MALARIA_1STLINE_TREATED,COUNTRY,TCD,YEAR,2019,1 665 212,1665212.0,2022-02-10T13:20:17Z,2019,01-01-19,31-12-19,Chad,REGION,AFR,Africa
MALARIA_1STLINE_TREATED,COUNTRY,TCD,YEAR,2020,1 806 225,1806225.0,2022-02-10T13:20:17Z,2020,01-01-20,31-12-20,Chad,REGION,AFR,Africa
MALARIA_1STLINE_TREATED,COUNTRY,TCD,YEAR,2018,128535581.10%,1285355.811,2022-02-10T13:20:18Z,2018,01-01-18,31-12-18,Chad,REGION,AFR,Africa
MALARIA_1STLINE_TREATED,COUNTRY,ZWE,YEAR,2019,304 309,304309.0,2022-02-10T13:20:17Z,2019,01-01-19,31-12-19,Zimbabwe,REGION,AFR,Africa
MALARIA_1STLINE_TREATED,COUNTRY,ZWE,YEAR,2020,443 164,443164.0,2022-02-10T13:20:17Z,2020,01-01-20,31-12-20,Zimbabwe,REGION,AFR,Africa
MALARIA_1STLINE_TREATED,COUNTRY,ZWE,YEAR,2018,76 551,76551.0,2022-02-10T13:20:18Z,2018,01-01-18,31-12-18,Zimbabwe,REGION,AFR,Africa
MALARIA_1STLINE_TREATED,COUNTRY,BRA,YEAR,2020,172 047,172047.0,2022-02-10T13:20:17Z,2020,01-01-20,31-12-20,Brazil,REGION,AMR,Americas
MALARIA_1STLINE_TREATED,COUNTRY,BRA,YEAR,2019,491 126,491126.0,2022-02-10T13:20:18Z,2019,01-01-19,31-12-19,Brazil,REGION,AMR,Americas
MALARIA_1STLINE_TREATED,COUNTRY,DOM,YEAR,2019,1 314,1314.0,2022-02-10T13:20:17Z,2019,01-01-19,31-12-19,Dominican Republic,REGION,AMR,Americas
MALARIA_1STLINE_TREATED,COUNTRY,DOM,YEAR,2020,829,829.0,2022-02-10T13:20:17Z,2020,01-01-20,31-12-20,Dominican Republic,REGION,AMR,Americas
MALARIA_1STLINE_TREATED,COUNTRY,PER,YEAR,2019,4 724,4724.0,2022-02-10T13:20:17Z,2019,01-01-19,31-12-19,Peru,REGION,AMR,Americas
MALARIA_1STLINE_TREATED,COUNTRY,PER,YEAR,2020,3 198,3198.0,2022-02-10T13:20:17Z,2020,01-01-20,31-12-20,Peru,REGION,AMR,Americas
MALARIA_1STLINE_TREATED,COUNTRY,SLV,YEAR,2018,3,3.0,2022-02-10T13:20:17Z,2018,01-01-18,31-12-18,El Salvador,REGION,AMR,Americas
MALARIA_1STLINE_TREATED,COUNTRY,SLV,YEAR,2020,0,0.0,2022-02-10T13:20:18Z,2020,01-01-20,31-12-20,El Salvador,REGION,AMR,Americas
MALARIA_1STLINE_TREATED,COUNTRY,SUR,YEAR,2019,202,202.0,2022-02-10T13:20:17Z,2019,01-01-19,31-12-19,Suriname,REGION,AMR,Americas
MALARIA_1STLINE_TREATED,COUNTRY,SUR,YEAR,2020,236,236.0,2022-02-10T13:20:17Z,2020,01-01-20,31-12-20,Suriname,REGION,AMR,Americas
MALARIA_1STLINE_TREATED,COUNTRY,SUR,YEAR,2018,275,275.0,2022-02-10T13:20:18Z,2018,01-01-18,31-12-18,Suriname,REGION,AMR,Americas
MALARIA_1STLINE_TREATED,COUNTRY,IRN,YEAR,2018,626,626.0,2022-02-10T13:20:17Z,2018,01-01-18,31-12-18,Iran (Islamic Republic of),REGION,EMR,Eastern Mediterranean
MALARIA_1STLINE_TREATED,COUNTRY,IRN,YEAR,2019,1 192,1192.0,2022-02-10T13:20:18Z,2019,01-01-19,31-12-19,Iran (Islamic Republic of),REGION,EMR,Eastern Mediterranean
MALARIA_1STLINE_TREATED,COUNTRY,IRN,YEAR,2020,1 051,1051.0,2022-02-10T13:20:19Z,2020,01-01-20,31-12-20,Iran (Islamic Republic of),REGION,EMR,Eastern Mediterranean
MALARIA_1STLINE_TREATED,COUNTRY,PAK,YEAR,2018,345 565,345565.0,2022-02-10T13:20:17Z,2018,01-01-18,31-12-18,Pakistan,REGION,EMR,Eastern Mediterranean
MALARIA_1STLINE_TREATED,COUNTRY,PAK,YEAR,2019,413 533,413533.0,2022-02-10T13:20:17Z,2019,01-01-19,31-12-19,Pakistan,REGION,EMR,Eastern Mediterranean
MALARIA_1STLINE_TREATED,COUNTRY,PAK,YEAR,2020,347 500,347500.0,2022-02-10T13:20:18Z,2020,01-01-20,31-12-20,Pakistan,REGION,EMR,Eastern Mediterranean
MALARIA_1STLINE_TREATED,COUNTRY,BGD,YEAR,2020,6 130,6130.0,2022-02-10T13:20:17Z,2020,01-01-20,31-12-20,Bangladesh,REGION,SEAR,South-East Asia
MALARIA_1STLINE_TREATED,COUNTRY,BGD,YEAR,2019,17 225,17225.0,2022-02-10T13:20:18Z,2019,01-01-19,31-12-19,Bangladesh,REGION,SEAR,South-East Asia
MALARIA_1STLINE_TREATED,COUNTRY,BGD,YEAR,2018,10 459,10459.0,2022-02-10T13:20:19Z,2018,01-01-18,31-12-18,Bangladesh,REGION,SEAR,South-East Asia
MALARIA_1STLINE_TREATED,COUNTRY,PRK,YEAR,2019,1 869,1869.0,2022-02-10T13:20:17Z,2019,01-01-19,31-12-19,Democratic People's Republic of Korea,REGION,SEAR,South-East Asia
MALARIA_1STLINE_TREATED,COUNTRY,PRK,YEAR,2020,1 819,1819.0,2022-02-10T13:20:17Z,2020,01-01-20,31-12-20,Democratic People's Republic of Korea,REGION,SEAR,South-East Asia
MALARIA_1STLINE_TREATED,COUNTRY,PRK,YEAR,2018,631,631.0,2022-02-10T13:20:18Z,2018,01-01-18,31-12-18,Democratic People's Republic of Korea,REGION,SEAR,South-East Asia
MALARIA_1STLINE_TREATED,COUNTRY,MYS,YEAR,2020,2 830,2830.0,2022-02-10T13:20:17Z,2020,01-01-20,31-12-20,Malaysia,REGION,WPR,Western Pacific
MALARIA_1STLINE_TREATED,COUNTRY,MYS,YEAR,2019,3 933,3933.0,2022-02-10T13:20:18Z,2019,01-01-19,31-12-19,Malaysia,REGION,WPR,Western Pacific
MALARIA_1STLINE_TREATED,COUNTRY,DZA,YEAR,2019,1 014,1014.0,2022-02-10T13:20:17Z,2019,01-01-19,31-12-19,Algeria,REGION,AFR,Africa
MALARIA_1STLINE_TREATED,COUNTRY,DZA,YEAR,2020,2 726,2726.0,2022-02-10T13:20:18Z,2020,01-01-20,31-12-20,Algeria,REGION,AFR,Africa
MALARIA_1STLINE_TREATED,COUNTRY,ERI,YEAR,2020,73 419,73419.0,2022-02-10T13:20:17Z,2020,01-01-20,31-12-20,Eritrea,REGION,AFR,Africa
MALARIA_1STLINE_TREATED,COUNTRY,ERI,YEAR,2018,23 584,23584.0,2022-02-10T13:20:18Z,2018,01-01-18,31-12-18,Eritrea,REGION,AFR,Africa
MALARIA_1STLINE_TREATED,COUNTRY,ERI,YEAR,2019,65 697,65697.0,2022-02-10T13:20:18Z,2019,01-01-19,31-12-19,Eritrea,REGION,AFR,Africa
MALARIA_1STLINE_TREATED,COUNTRY,KEN,YEAR,2020,5 899 605,5899605.0,2022-02-10T13:20:18Z,2020,01-01-20,31-12-20,Kenya,REGION,AFR,Africa
MALARIA_1STLINE_TREATED,COUNTRY,KEN,YEAR,2019,5 259 988,5259988.0,2022-02-10T13:20:18Z,2019,01-01-19,31-12-19,Kenya,REGION,AFR,Africa
MALARIA_1STLINE_TREATED,COUNTRY,KEN,YEAR,2018,642 762 4,6427624.285,2022-02-28T10:57:30Z,2018,01-01-18,31-12-18,Kenya,REGION,AFR,Africa
MALARIA_1STLINE_TREATED,COUNTRY,LBR,YEAR,2018,1 113 579,1113579.0,2022-02-10T13:20:18Z,2018,01-01-18,31-12-18,Liberia,REGION,AFR,Africa
MALARIA_1STLINE_TREATED,COUNTRY,LBR,YEAR,2019,1 004 895,1004895.0,2022-02-10T13:20:18Z,2019,01-01-19,31-12-19,Liberia,REGION,AFR,Africa
MALARIA_1STLINE_TREATED,COUNTRY,LBR,YEAR,2020,621 695,621695.0,2022-02-10T13:20:18Z,2020,01-01-20,31-12-20,Liberia,REGION,AFR,Africa
MALARIA_1STLINE_TREATED,COUNTRY,TGO,YEAR,2019,2 284 746,2284746.0,2022-02-10T13:20:18Z,2019,01-01-19,31-12-19,Togo,REGION,AFR,Africa
MALARIA_1STLINE_TREATED,COUNTRY,TGO,YEAR,2018,1 572 717,1572717.3080000002,2022-02-28T10:57:30Z,2018,01-01-18,31-12-18,Togo,REGION,AFR,Africa
MALARIA_1STLINE_TREATED,COUNTRY,TGO,YEAR,2020,1 729 668,1729666.753,2022-02-28T10:57:30Z,2020,01-01-20,31-12-20,Togo,REGION,AFR,Africa
MALARIA_1STLINE_TREATED,COUNTRY,TZA,YEAR,2020,3 970 308,3970308.0,2022-02-10T13:20:18Z,2020,01-01-20,31-12-20,United Republic of Tanzania,REGION,AFR,Africa
MALARIA_1STLINE_TREATED,COUNTRY,TZA,YEAR,2018,7 600 480,7600480.0,2022-02-10T13:20:19Z,2018,01-01-18,31-12-18,United Republic of Tanzania,REGION,AFR,Africa
MALARIA_1STLINE_TREATED,COUNTRY,TZA,YEAR,2019,6 385 075,6385075.0,2022-02-10T13:20:19Z,2019,01-01-19,31-12-19,United Republic of Tanzania,REGION,AFR,Africa
MALARIA_1STLINE_TREATED,COUNTRY,COL,YEAR,2020,80 916,80916.0,2022-02-10T13:20:18Z,2020,01-01-20,31-12-20,Colombia,REGION,AMR,Americas
MALARIA_1STLINE_TREATED,COUNTRY,CRI,YEAR,2020,141,141.0,2022-02-10T13:20:18Z,2020,01-01-20,31-12-20,Costa Rica,REGION,AMR,Americas
MALARIA_1STLINE_TREATED,COUNTRY,HND,YEAR,2020,900,900.0,2022-02-10T13:20:18Z,2020,01-01-20,31-12-20,Honduras,REGION,AMR,Americas
MALARIA_1STLINE_TREATED,COUNTRY,HND,YEAR,2018,651,651.0,2022-02-10T13:20:19Z,2018,01-01-18,31-12-18,Honduras,REGION,AMR,Americas
MALARIA_1STLINE_TREATED,COUNTRY,MMR,YEAR,2020,15 572,15572.0,2022-02-10T13:20:18Z,2020,01-01-20,31-12-20,Myanmar,REGION,SEAR,South-East Asia
MALARIA_1STLINE_TREATED,COUNTRY,MMR,YEAR,2018,53 056,53056.0,2022-02-10T13:20:19Z,2018,01-01-18,31-12-18,Myanmar,REGION,SEAR,South-East Asia
MALARIA_1STLINE_TREATED,COUNTRY,MMR,YEAR,2019,53 003,53003.0,2022-02-10T13:20:19Z,2019,01-01-19,31-12-19,Myanmar,REGION,SEAR,South-East Asia
MALARIA_1STLINE_TREATED,COUNTRY,NPL,YEAR,2018,1 193,1193.0,2022-02-10T13:20:18Z,2018,01-01-18,31-12-18,Nepal,REGION,SEAR,South-East Asia
MALARIA_1STLINE_TREATED,COUNTRY,NPL,YEAR,2019,710,710.0,2022-02-10T13:20:19Z,2019,01-01-19,31-12-19,Nepal,REGION,SEAR,South-East Asia
MALARIA_1STLINE_TREATED,COUNTRY,NPL,YEAR,2020,430,430.0,2022-02-10T13:20:19Z,2020,01-01-20,31-12-20,Nepal,REGION,SEAR,South-East Asia
MALARIA_1STLINE_TREATED,COUNTRY,TLS,YEAR,2020,14,14.0,2022-02-10T13:20:18Z,2020,01-01-20,31-12-20,Timor-Leste,REGION,SEAR,South-East Asia
MALARIA_1STLINE_TREATED,COUNTRY,TLS,YEAR,2018,8,8.0,2022-02-10T13:20:19Z,2018,01-01-18,31-12-18,Timor-Leste,REGION,SEAR,South-East Asia
MALARIA_1STLINE_TREATED,COUNTRY,TLS,YEAR,2019,9,9.0,2022-02-10T13:20:19Z,2019,01-01-19,31-12-19,Timor-Leste,REGION,SEAR,South-East Asia
MALARIA_1STLINE_TREATED,COUNTRY,PHL,YEAR,2020,5 987,5987.0,2022-02-10T13:20:18Z,2020,01-01-20,31-12-20,Philippines,REGION,WPR,Western Pacific
MALARIA_1STLINE_TREATED,COUNTRY,PHL,YEAR,2018,4 559,4559.0,2022-02-10T13:20:19Z,2018,01-01-18,31-12-18,Philippines,REGION,WPR,Western Pacific
MALARIA_1STLINE_TREATED,COUNTRY,PHL,YEAR,2019,5 435,5435.0,2022-02-10T13:20:19Z,2019,01-01-19,31-12-19,Philippines,REGION,WPR,Western Pacific
MALARIA_1STLINE_TREATED,COUNTRY,PNG,YEAR,2018,337 480,337480.0,2022-02-10T13:20:18Z,2018,01-01-18,31-12-18,Papua New Guinea,REGION,WPR,Western Pacific
MALARIA_1STLINE_TREATED,COUNTRY,PNG,YEAR,2019,788 796,788796.0,2022-02-10T13:20:19Z,2019,01-01-19,31-12-19,Papua New Guinea,REGION,WPR,Western Pacific
MALARIA_1STLINE_TREATED,COUNTRY,PNG,YEAR,2020,750 439,750439.0,2022-02-10T13:20:19Z,2020,01-01-20,31-12-20,Papua New Guinea,REGION,WPR,Western Pacific
MALARIA_1STLINE_TREATED,COUNTRY,SLB,YEAR,2019,83 733,83733.0,2022-02-10T13:20:18Z,2019,01-01-19,31-12-19,Solomon Islands,REGION,WPR,Western Pacific
MALARIA_1STLINE_TREATED,COUNTRY,SLB,YEAR,2020,87 477,87477.0,2022-02-10T13:20:19Z,2020,01-01-20,31-12-20,Solomon Islands,REGION,WPR,Western Pacific
MALARIA_1STLINE_TREATED,COUNTRY,COG,YEAR,2019,427 959,427959.0,2022-02-10T13:20:18Z,2019,01-01-19,31-12-19,Congo,REGION,AFR,Africa
MALARIA_1STLINE_TREATED,COUNTRY,COG,YEAR,2020,103 692,103692.0,2022-02-10T13:20:18Z,2020,01-01-20,31-12-20,Congo,REGION,AFR,Africa
